Counter,Date/time,Latitude,Longitude,Temperature,Humidity,Pressure,Compass
1,2025-02-21 14:02:55.936108,45.659992734864964,19.989016924169658,32.7,29.0,1017.8,17.9
1,2025-02-21 14:03:00.945900,45.659992734864964,19.989016924169658,32.7,29.0,1017.8,17.9
